gene	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv
CAPG	2	2	1	0	2	0.3571	1.4873	1.4873	3.2069
TBATA	6	15	0	0	1	1.7894	0	0	1.3874
IFNE	1	8	0	0	1	2.5974	0	0	2.341
TAF3	5	27	4	0	3	1.7772	2.9531	2.9531	1.553
CAPN7	3	12	0	0	3	1.1385	0	0	1.7907
ZNF655	1	13	0	0	2	1.7798	0	0	1.9384
POLR2L	0	3	0	0	1	3.0124	0	0	7.2344
BLOC1S5	0	3	0	0	2	1.0444	0	0	5.0815
SDC2	2	10	1	2	0	2.2491	6.2835	6.2835	0
IKBKB	13	10	0	1	2	0.5046	0.3289	0.3289	1.7581
DNAJB4	0	9	0	0	2	2.1006	0	0	2.6059
CDC42BPA	12	53	8	3	5	1.4596	2.1699	2.1699	1.35
CSNK2B	1	0	1	0	0	0	2.7159	2.7159	0
ULK3	5	5	2	1	1	0.408	2.0629	2.0629	0.967
AC112205.1	0	0	0	0	1	0	0	0	12.5106
CARTPT	1	1	1	1	0	0.3757	8.1127	8.1127	0
SPTY2D1	0	10	2	0	4	1.6021	2.9417	2.9417	2.6078
OR4K2	19	36	3	0	2	1.3962	2.2745	2.2745	2.9007
UBAP1L	5	7	1	0	3	0.7899	1.919	1.919	3.7188
ZDHHC17	1	9	1	0	4	1.2729	0.9286	0.9286	3.3803
EXT1	6	16	3	2	2	1.17	3.6255	3.6255	1.1882
PM20D2	7	4	0	0	0	0.2991	0	0	0
MAGEL2	20	38	1	0	4	1.1328	0.4004	0.4004	2.576
PTPRU	17	36	0	0	1	1.1286	0	0	0.3275
H2AFZ	1	0	0	1	0	0	3.6432	3.6432	0
DAZ1	0	0	0	0	0	0	0	0	0
MUC19	67	237	17	6	5	1.3394	1.0803	1.0803	0.7739
CCDC112	0	14	1	0	2	2.6742	1.3355	1.3355	1.8707
TTK	12	21	3	3	4	0.7758	1.4867	1.4867	2.3829
C14orf28	3	9	0	0	2	1.4357	0	0	2.7912
TOMM5	1	0	1	0	0	0	7.7981	7.7981	0
OR6B3	3	2	1	0	1	0.298	4.1499	4.1499	1.503
USP17L5	0	0	0	0	0	0	0	0	0
TLR9	22	21	0	0	0	0.572	0	0	0
ELMOD1	4	17	1	0	2	1.9307	0.8729	0.8729	2.5999
MALT1	5	13	0	0	3	1.0366	0	0	1.9534
LPAR6	2	9	2	0	2	1.5876	4.3212	4.3212	2.723
DUSP19	4	4	0	0	2	0.6778	0	0	4.3578
DLX6	4	16	3	0	0	2.1049	5.3698	5.3698	0
SLC2A2	6	8	5	0	0	0.7139	3.4074	3.4074	0
IL1A	7	4	0	0	1	0.4033	0	0	1.7521
BEND4	15	29	0	0	1	1.2307	0	0	0.9424
KCNJ1	3	13	0	0	2	1.7387	0	0	2.6849
TMEM183A	1	13	0	0	0	2.7033	0	0	0
ALDH3B1	5	4	0	0	2	0.4193	0	0	2.1083
PALD1	13	15	1	3	3	0.6806	1.9487	1.9487	1.8369
PTPRM	24	40	3	1	7	0.7724	0.6293	0.6293	2.1695
CAMK2B	7	22	0	0	1	1.6436	0	0	0.7141
MYL1	5	13	0	0	0	2.4507	0	0	0
YBX2	1	9	2	1	1	1.7518	5.9941	5.9941	1.228
PDZD2	39	82	2	1	10	0.9514	0.4611	0.4611	1.8007
INPP5A	2	5	0	1	3	0.7765	1.2096	1.2096	4.05
PLXNB2	21	32	2	3	8	0.8802	1.7474	1.7474	1.9931
LPP	4	20	2	1	2	1.896	3.1111	3.1111	1.8499
PAN3	5	17	0	0	3	1.306	0	0	1.5742
AL136115.1	0	0	0	0	1	0	0	0	4.4544
MMP13	9	23	0	1	3	1.4018	0.6367	0.6367	3.0287
POLR3A	11	44	1	1	1	1.9015	0.843	0.843	0.3572
CATSPER3	1	15	0	0	0	2.7444	0	0	0
NAV3	36	98	4	2	10	1.0275	0.5877	0.5877	1.8091
ANKRD40	1	11	0	0	1	2.4874	0	0	1.2481
MARCH9	3	7	2	0	2	1.2237	4.3733	4.3733	2.8874
NCR1	9	16	0	0	1	1.4943	0	0	1.8934
CREG1	2	5	1	1	1	1.1403	7.4777	7.4777	2.0761
RLN1	2	7	2	0	1	1.847	5.3763	5.3763	2.9206
CRB1	29	89	2	2	3	1.3903	0.6314	0.6314	0.9194
EEF1A1	4	17	1	0	3	1.9049	1.3796	1.3796	2.3738
BPIFB1	6	22	2	1	1	2.1859	2.6534	2.6534	0.9715
KIAA1033	6	14	4	1	5	0.7364	1.6618	1.6618	2.0425
UGDH	3	5	1	2	1	0.5083	3.1676	3.1676	0.901
ALDOC	3	16	0	0	0	2.4186	0	0	0
SYT2	2	17	0	0	0	2.4564	0	0	0
TRIP6	2	13	1	2	1	1.9542	5.4007	5.4007	1.0246
NOL10	6	5	0	0	0	0.3683	0	0	0
THAP6	1	7	2	0	1	2.1408	5.8535	5.8535	2.1239
HAPLN4	6	21	0	0	1	1.9043	0	0	1.2048
LTK	5	23	5	0	0	1.8891	4.0551	4.0551	0
TUBG1	5	2	1	0	1	0.2339	1.3292	1.3292	1.2188
PRLR	12	37	3	2	2	1.657	2.1169	2.1169	1.7929
HSPH1	6	11	0	0	3	0.707	0	0	1.6178
KDM4C	12	18	3	2	3	0.5904	1.3888	1.3888	1.5308
LRRIQ4	4	23	1	0	1	2.3963	1.2947	1.2947	0.9134
KRTAP19-2	3	0	0	0	0	0	0	0	0
CCDC28A	6	6	0	0	2	0.7368	0	0	3.4639
USP17L30	0	0	0	0	0	0	0	0	0
EFNB3	3	7	0	1	3	0.9662	1.8885	1.8885	3.9492
CREB3	1	1	0	0	2	0.2246	0	0	2.259
SDHD	1	0	0	1	0	0	2.1025	2.1025	0
CEACAM6	7	4	0	0	1	0.3678	0	0	1.3511
CYB5A	2	0	1	0	0	0	2.9099	2.9099	0
KRTAP5-8	2	2	0	0	1	0.2329	0	0	1.6574
OTX2	6	8	0	0	2	0.7379	0	0	3.0569
GRM7	30	55	6	0	6	1.0129	1.3796	1.3796	2.6415
ADAM32	18	23	6	1	2	0.548	0.997	0.997	1.1613
TTLL5	14	16	2	0	1	0.445	0.4077	0.4077	0.3515
POLD3	1	10	0	0	2	1.919	0	0	2.0205
PLEKHA2	1	14	0	0	0	2.5983	0	0	0
NUP155	13	37	0	1	3	1.1245	0.2182	0.2182	1.1194
FABP7	2	0	0	0	0	0	0	0	0
PAPSS2	2	16	0	0	1	2.1897	0	0	0.7902
MARVELD3	5	5	1	0	2	0.382	0.965	0.965	2.1367
CAMK2D	2	12	0	0	2	1.5322	0	0	1.8753
KRT19	7	4	0	0	0	0.2958	0	0	0
RP11-45H22.3	2	7	0	1	0	3.7819	4.1292	4.1292	0
RUFY1	6	11	0	0	3	0.8288	0	0	2.0056
BTN3A1	7	19	0	0	1	1.6833	0	0	0.9499
PRMT8	7	15	0	0	2	1.3697	0	0	2.4269
COL18A1	20	64	0	3	3	1.5983	0.9358	0.9358	1.1258
VEGFB	1	6	1	0	2	1.5515	2.854	2.854	4.5879
FAM19A1	1	11	0	0	0	2.9072	0	0	0
RALGAPA2	22	60	10	3	4	1.3045	2.1482	2.1482	1.0359
GABRB2	14	39	1	3	3	1.5166	1.6373	1.6373	2.343
FOXA3	6	10	0	2	2	1.0209	3.9909	3.9909	2.9529
SLC7A13	10	31	1	0	1	1.8602	0.5987	0.5987	1.0535
SLC18A2	6	22	1	3	0	2.1349	3.5036	3.5036	0
TAX1BP3	2	0	0	0	0	0	0	0	0
ZFP14	14	13	2	0	1	0.4387	0.5348	0.5348	0.8216
OR4D1	8	15	0	0	2	1.4372	0	0	3.1946
PLA2G7	7	13	0	0	2	1.0601	0	0	2.1202
JMJD8	3	8	2	0	2	1.3713	3.8388	3.8388	3.1189
LRG1	3	12	0	0	2	1.8231	0	0	2.429
NBPF16	0	0	1	0	0	0	2.2113	2.2113	0
OR10K2	11	29	0	0	0	1.851	0	0	0
RRP9	2	13	0	0	2	1.6403	0	0	2.1054
DDX17	3	10	0	0	4	0.9741	0	0	2.2881
CCDC85A	13	34	0	0	1	1.3666	0	0	0.7418
OR5B2	6	10	3	0	0	0.8971	6.4121	6.4121	0
BOD1L1	19	85	2	1	5	1.4767	0.6263	0.6263	0.8232
TRIM27	7	5	2	0	1	0.3592	1.6466	1.6466	0.9057
OOEP	1	14	1	0	0	3.2934	2.5194	2.5194	0
IQCJ	1	7	1	2	0	2.3477	6.7185	6.7185	0
CCDC40	16	27	0	0	2	0.9389	0	0	0.8706
PDILT	7	26	2	1	0	2.2656	2.521	2.521	0
LEPRE1	8	24	0	0	1	1.5604	0	0	0.6252
OR56A3	9	22	0	0	0	2.0437	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0
OR2A1	6	2	0	0	0	0.2077	0	0	0
TRIP11	6	36	3	1	7	1.6366	1.3224	1.3224	1.9013
TSKS	8	30	2	0	2	1.961	1.3387	1.3387	1.3944
TEX28P2	0	0	0	0	0	0	0	0	0
NLK	3	10	2	2	2	1.0475	3.4194	3.4194	1.8544
MS4A6E	2	11	0	0	0	2.9867	0	0	0
GUF1	9	21	1	0	4	1.2261	0.466	0.466	2.6388
LMCD1	1	10	2	0	1	2.4536	5.2282	5.2282	1.3887
SFXN3	1	10	0	0	1	2.432	0	0	1.4896
FOXL1	8	23	0	0	0	2.2057	0	0	0
YY2	7	20	2	0	1	1.99	3.3789	3.3789	1.4927
ACADSB	2	17	0	2	1	2.6534	2.431	2.431	1.1011
GOLGA6L6	2	3	3	0	0	0.3449	2.6409	2.6409	0
CST8	5	3	1	2	0	0.6067	5.3946	5.3946	0
GPR83	10	24	4	0	1	1.6582	3.4489	3.4489	1.1536
RPL6	4	2	1	0	2	0.3352	1.2508	1.2508	2.7593
GUCY2C	8	39	3	4	1	1.8617	2.7733	2.7733	0.4448
KB-1980E6.3	0	2	0	0	1	2.2984	0	0	10.6335
KCNJ6	9	20	0	0	1	1.7425	0	0	1.1834
PLCXD1	8	4	0	0	0	0.3126	0	0	0
KRTAP4-8	3	12	2	0	0	2.5169	5.7674	5.7674	0
GSG1L	11	8	0	0	1	0.4987	0	0	1.3966
TMCO3	9	16	0	0	3	0.8785	0	0	1.9431
PPP2R2A	1	6	2	0	3	0.7898	2.0052	2.0052	3.2343
FGFBP1	1	2	0	0	2	0.4747	0	0	4.1184
ETV7	7	8	1	2	2	0.7571	2.3831	2.3831	2.9247
LMBRD1	7	11	0	0	2	0.7546	0	0	1.6218
LCE6A	3	9	0	0	0	3.1365	0	0	0
HLA-F	3	4	1	1	2	0.5522	2.9085	2.9085	2.237
CHPF2	8	10	0	0	3	0.5898	0	0	1.7782
ZFX	3	11	1	0	5	0.9637	1.1973	1.1973	3.0418
APLP1	4	22	3	0	2	2.0459	2.8117	2.8117	1.5066
NCAPG	1	15	2	1	4	1.8184	3.0306	3.0306	1.9952
ZNF260	6	4	0	0	1	0.3559	0	0	1.0735
PRB2	4	6	0	0	0	0.3444	0	0	0
HIST1H2AB	1	11	0	0	0	3.3707	0	0	0
MYSM1	4	8	0	0	2	0.5252	0	0	1.1961
FGF6	6	18	0	0	0	2.2568	0	0	0
DNAJC25	3	7	1	0	3	1.0184	1.4794	1.4794	4.0602
BFSP2	4	23	1	0	0	2.4984	0.9886	0.9886	0
NAT16	5	8	1	2	0	0.9556	6.7055	6.7055	0
GBP4	4	20	0	0	1	1.7297	0	0	0.798
RB1CC1	11	43	6	1	8	1.1406	1.4056	1.4056	2.3694
FGF18	5	7	0	0	2	1.0116	0	0	4.4398
PPEF2	11	23	0	0	1	0.9059	0	0	0.5295
PPDPF	2	0	0	0	0	0	0	0	0
PROCR	6	5	1	0	2	0.6044	1.508	1.508	4.2987
DCDC2C	5	10	0	0	2	0.9921	0	0	3.1685
CHST12	5	10	0	0	3	1.005	0	0	3.5285
UBQLN2	6	23	1	0	2	2.0294	1.5854	1.5854	1.7037
SETD6	6	3	0	0	1	0.3069	0	0	0.9811
PCNX	21	40	6	5	0	0.7584	1.8506	1.8506	0
TMEM155	2	4	1	0	1	2.0932	5.3258	5.3258	5.2353
ZNF641	3	2	1	0	0	0.1756	0.7262	0.7262	0
KRIT1	7	19	0	0	1	0.8605	0	0	0.6091
ATP12A	14	47	3	0	2	1.7932	1.1331	1.1331	0.8985
SIGLEC1	32	72	1	1	5	1.2021	0.4254	0.4254	1.4987
ANKS1B	22	72	3	1	4	1.3447	0.6529	0.6529	1.4687
SPIRE1	8	11	0	0	2	0.546	0	0	0.9382
SLC12A4	8	16	1	0	6	0.9739	0.6792	0.6792	2.755
SLC16A10	6	13	0	0	3	1.0553	0	0	2.8152
BEND7	9	7	0	0	0	0.4225	0	0	0
HVCN1	3	7	0	3	1	1.3858	5.3504	5.3504	1.534
ECSIT	4	5	2	0	2	0.5988	2.7419	2.7419	2.4939
TMEM57	5	11	0	0	3	0.9191	0	0	2.2425
PALLD	14	29	1	0	4	0.8458	0.2351	0.2351	1.7134
TTC9	1	5	0	0	2	1.5153	0	0	4.4534
ASNSD1	1	19	1	0	2	2.539	1.4092	1.4092	1.4205
DBX2	7	29	2	0	0	2.2725	2.075	2.075	0
PPAPDC2	6	5	0	0	2	0.5456	0	0	3.3238
POMGNT2	9	6	2	0	1	0.4397	2.6681	2.6681	0.8075
RP11-276H1.3	1	4	0	0	2	1.16	0	0	4.8712
BMP5	7	32	4	1	0	2.0381	2.9723	2.9723	0
ARHGEF7	12	16	0	0	2	0.7282	0	0	1.195
KRTAP9-3	4	5	3	0	0	1.2183	7.3062	7.3062	0
TBX20	10	27	4	1	2	1.4643	2.6724	2.6724	1.9378
WDR64	10	42	4	4	2	1.7359	2.3687	2.3687	0.948
TMEM132E	14	30	0	0	3	1.3143	0	0	1.4224
KCTD3	7	22	2	0	4	1.4006	0.9409	0.9409	2.799
TEX26	3	17	2	0	0	2.8235	2.2357	2.2357	0
TFCP2L1	8	20	0	0	0	1.6495	0	0	0
ERLEC1	2	6	1	3	1	0.9266	4.2222	4.2222	1.0144
PRDM12	4	4	0	0	2	0.4447	0	0	2.6402
ATAD2B	10	35	6	0	7	1.1129	1.5142	1.5142	2.4011
SLCO2A1	7	24	2	0	3	1.7868	1.471	1.471	2.1016
FGFR4	13	13	1	0	3	0.5742	0.5011	0.5011	2.2399
PDE10A	13	35	2	6	2	1.4575	2.619	2.619	1.0455
VPS52	6	8	0	0	2	0.5455	0	0	1.2581
AMOT	16	40	8	1	2	1.0951	2.5846	2.5846	0.8381
RFTN2	5	25	2	0	0	2.4578	1.7258	1.7258	0
TRIM52	3	5	0	0	2	0.6141	0	0	3.1842
FFAR3	5	10	2	0	1	1.5137	5.8059	5.8059	2.4481
UACA	7	20	2	2	7	1.0306	1.7224	1.7224	2.3324
FREM2	42	127	4	0	6	1.2767	0.5508	0.5508	0.8054
AFF3	20	51	6	2	4	1.2904	2.1491	2.1491	1.6152
HSPB1	2	3	0	0	2	0.6304	0	0	4.6783
MIOX	2	2	0	1	2	0.4093	1.7144	1.7144	3.4097
WFIKKN1	9	7	1	0	2	0.4554	1.6376	1.6376	1.8855
HTN1	0	3	1	2	0	2.004	8.012	8.012	0
CCDC152	3	13	0	1	2	1.7155	0.8404	0.8404	3.6552
ZNF527	7	13	0	0	2	0.6423	0	0	1.1144
FAM58A	3	3	1	0	2	0.6159	1.7846	1.7846	4.5743
RNF8	5	7	0	0	2	0.6446	0	0	2.2104
TRIM67	17	34	0	0	2	1.184	0	0	1.2169
FAM104A	3	4	0	0	2	0.7864	0	0	4.6132
RANBP3L	6	17	0	0	0	1.4395	0	0	0
HSFY1	0	0	0	0	0	0	0	0	0
FARSB	2	9	0	0	3	1.1787	0	0	2.4113
PTPRC	22	79	5	3	5	1.4521	1.0421	1.0421	1.5379
TM9SF4	4	13	2	2	2	1.4896	3.8374	3.8374	1.4803
GAB1	5	13	3	0	4	0.8366	1.8473	1.8473	2.616
PAH	7	25	0	2	1	2.1565	1.2825	1.2825	0.9903
RP11-1396O13.13	3	8	2	2	0	1.2751	5.5825	5.5825	0
NCKIPSD	8	10	1	0	4	0.7017	0.7866	0.7866	2.9747
FAM193A	7	22	3	0	6	1.1785	1.9463	1.9463	2.4058
RPLP2	0	0	0	0	1	0	0	0	3.9567
ALKBH3	3	6	0	0	2	0.9125	0	0	3.0971
SMARCB1	3	12	2	1	1	1.9807	4.4723	4.4723	1.3045
KANSL1L	3	14	0	0	3	1.1949	0	0	1.4494
TMEM160	3	8	2	0	1	1.4437	6.4123	6.4123	2.3824
CENPV	2	3	1	0	2	0.6099	2.9691	2.9691	3.7373
TMCO5A	3	12	0	0	0	2.4391	0	0	0
TRMT10C	0	3	2	0	2	0.6943	5.0769	5.0769	1.7095
RP11-368I7.4	3	1	0	0	1	0.2317	0	0	3.7027
KATNBL1	2	3	0	0	2	0.5393	0	0	3.1569
IFT81	5	7	2	2	2	0.5019	1.679	1.679	1.5527
TSPYL1	6	6	3	0	0	0.5381	3.7792	3.7792	0
CNTNAP2	53	130	5	8	6	1.2633	1.1921	1.1921	1.8874
SPARC	5	9	0	0	2	1.2298	0	0	3.5267
NFKBIE	7	13	0	0	3	1.0308	0	0	2.6277
MRPL22	1	3	0	0	2	0.8032	0	0	4.1844
LRRC63	4	19	4	1	2	1.5042	3.3291	3.3291	1.5397
NRBF2	1	1	1	1	0	0.2552	4.7949	4.7949	0
RNASEH2B	0	4	1	0	3	1.221	1.953	1.953	3.8137
APOOL	4	14	0	0	0	2.1819	0	0	0
TAAR2	3	17	0	0	1	2.0428	0	0	1.158
ZNF267	4	29	2	0	3	1.8853	1.0668	1.0668	1.8132
SLC16A11	3	10	0	0	3	1.4921	0	0	2.9428
MORC2	5	31	1	1	2	2.1469	1.3081	1.3081	1.0041
FBRSL1	15	13	0	1	3	0.4968	0.7431	0.7431	1.4218
PAMR1	12	38	3	2	2	1.7543	2.0707	2.0707	1.2624
SYTL1	16	12	0	1	1	0.4572	0.4197	0.4197	0.9024
XPO7	8	15	4	2	3	0.7906	2.3192	2.3192	1.2767
MEDAG	1	10	0	0	1	2.5693	0	0	1.6202
EPB41	9	22	0	0	1	1.0372	0	0	0.5732
SFN	2	1	1	0	1	0.2217	3.4252	3.4252	1.7402
NEU1	7	6	0	0	2	0.5503	0	0	2.2625
FARP1	11	26	0	0	2	1.1623	0	0	0.8671
ZNF416	1	16	1	0	3	2.0755	1.5006	1.5006	2.3312
SULT1A4	0	0	0	0	0	0	0	0	0
ARFGEF1	8	44	7	0	6	1.6884	1.8547	1.8547	1.5277
PSD3	11	22	0	0	2	0.8837	0	0	0.944
DNAH17	54	134	6	7	5	1.4172	1.4829	1.4829	0.6199
KIAA1147	2	12	0	0	2	1.8543	0	0	2.0599
RP11-595B24.2	1	0	0	0	1	0	0	0	4.6749
CHD4	13	59	3	2	5	1.6703	1.2409	1.2409	1.2714
AMMECR1L	1	12	2	0	1	2.6258	3.6626	3.6626	1.5065
RTP2	6	9	0	0	2	1.0494	0	0	4.0391
RBMY1D	0	0	0	0	0	0	0	0	0
RBM24	2	10	0	0	1	2.4537	0	0	1.8861
AGTR2	3	16	3	0	1	1.8285	5.0723	5.0723	1.0256
GAP43	5	16	1	0	2	1.7573	1.2712	1.2712	3.3103
RGS8	2	7	1	0	2	1.7972	1.8987	1.8987	4.1326
SLC7A14	12	22	0	0	3	1.066	0	0	1.7918
ZFPL1	6	3	0	0	0	0.2638	0	0	0
FUT4	3	19	0	0	1	2.2524	0	0	0.7016
PAPPA-AS1	1	4	1	0	1	2.2899	5.5925	5.5925	4.4634
PDPN	1	7	0	1	2	1.8845	2.5789	2.5789	3.7793
C14orf159	9	9	0	0	2	0.596	0	0	1.6559
RBMY1B	0	0	0	0	0	0	0	0	0
RP11-167N24.6	1	2	2	0	0	1.1657	12.8927	12.8927	0
RGS4	6	19	0	1	2	1.6529	0.7557	0.7557	3.0852
IGF2BP2	9	17	0	0	2	1.1571	0	0	1.7287
PPIP5K2	15	27	4	0	5	0.6261	0.7074	0.7074	1.9053
DOCK4	23	79	6	1	7	1.4168	1.0075	1.0075	1.5469
LONP1	12	13	0	0	3	0.6347	0	0	1.4797
TMEM192	3	7	0	0	2	1.2979	0	0	3.3637
GDF7	8	16	0	0	3	1.1724	0	0	3.1249
SLC35E2B	4	1	0	0	0	0.1415	0	0	0
MYO18A	28	37	1	1	4	0.6414	0.3682	0.3682	0.9711
PRAMEF13	1	0	0	0	0	0	0	0	0
DTNBP1	4	8	1	2	2	0.9835	3.0763	3.0763	2.7013
RLN3	4	1	1	0	1	0.2381	1.863	1.863	3.3328
NHLRC1	11	8	0	0	2	0.5405	0	0	2.1773
CARD18	0	5	0	0	1	2.4977	0	0	4.6476
MUT	5	31	2	0	1	2.2089	1.1742	1.1742	0.6575
TFF1	2	5	0	1	1	2.0922	4.3407	4.3407	5.3556
EMP2	2	0	0	0	0	0	0	0	0
SLC4A10	15	50	7	0	4	1.5346	1.5845	1.5845	1.7916
KRCC1	0	6	1	0	2	1.8194	2.8117	2.8117	4.0254
PNMA6D	0	0	0	0	0	0	0	0	0
SNAP91	14	47	1	2	2	1.7347	1.0113	1.0113	1.0515
NGLY1	1	11	5	0	1	1.4642	4.4699	4.4699	0.7375
STIM2	6	22	0	0	1	1.4052	0	0	0.6724
DNLZ	1	2	0	0	2	0.656	0	0	5.0128
GIPC1	5	4	0	0	2	0.5046	0	0	3.0397
HUS1B	10	9	1	0	2	0.6564	1.9327	1.9327	3.7141
BRPF3	15	22	0	0	2	0.681	0	0	0.8008
RD3L	0	7	1	0	1	3.0685	3.5531	3.5531	2.3144
PARPBP	3	9	0	0	3	0.8452	0	0	2.3613
PSMB1	4	1	0	0	0	0.1461	0	0	0
DONSON	4	13	2	1	3	1.3201	2.8467	2.8467	2.4728
NVL	6	21	0	0	1	1.333	0	0	0.5517
FEZ2	3	5	1	0	3	0.722	1.4078	1.4078	3.6156
PNMA6C	0	0	0	0	0	0	0	0	0
ADRB1	4	8	2	0	1	0.9574	8.3006	8.3006	1.0592
PRRX2	8	3	0	0	0	0.2647	0	0	0
RILP	6	6	0	0	2	0.5486	0	0	2.6225
ASPM	31	102	11	1	15	1.1418	1.0003	1.0003	2.0469
CELSR3	55	77	3	0	2	0.6982	0.417	0.417	0.3229
VWA5A	7	32	0	2	1	2.1225	1.2856	1.2856	0.6704
FUBP1	6	16	2	2	4	1.0459	1.845	1.845	2.7284
SERPINC1	9	14	2	1	3	0.9378	2.1375	2.1375	2.9056
DAO	8	21	0	0	0	1.5911	0	0	0
TUBB1	3	8	0	0	3	1.0943	0	0	3.1335
SNPH	8	8	2	0	2	0.6121	2.765	2.765	2.0437
ADAMTS14	22	26	3	3	1	0.5939	1.4943	1.4943	0.3861
CPEB4	7	18	4	0	4	1.0348	2.0807	2.0807	2.471
ZNF208	21	77	5	0	2	1.6319	1.1692	1.1692	0.7857
GABRA6	10	31	1	0	2	1.6165	0.5082	0.5082	1.6959
TRIM28	6	14	1	0	5	0.9355	0.7952	0.7952	2.9571
OMA1	3	16	3	1	2	1.8186	3.3906	3.3906	1.547
PHACTR2	4	21	2	3	1	1.8572	3.6456	3.6456	0.7855
PIGG	7	14	0	0	4	0.9044	0	0	1.9534
THAP3	4	2	1	1	0	0.2948	3.3735	3.3735	0
ZNF586	4	6	3	0	1	0.6484	3.7455	3.7455	1.1149
ADAP1	3	12	0	2	2	1.774	2.801	2.801	2.8799
DEFB131	0	3	1	1	0	2.0053	12.4838	12.4838	0
FLII	12	13	0	0	2	0.5888	0	0	0.7492
KIAA1551	8	33	3	0	9	1.1777	1.0457	1.0457	2.3485
GFAP	5	15	0	0	2	1.4518	0	0	2.279
ZCCHC17	1	5	0	0	2	1.3816	0	0	3.8967
C12orf29	1	8	0	0	2	1.7683	0	0	2.5369
LRMP	8	17	0	0	1	1.2063	0	0	0.9874
HIVEP2	17	46	9	0	4	0.9672	2.3874	2.3874	0.7685
BMPR1B	2	16	0	0	1	1.8629	0	0	0.7726
PAXBP1	8	25	1	0	4	1.1021	0.3272	0.3272	2.1461
SLC39A4	11	11	0	1	4	0.7238	0.9676	0.9676	2.9241
ZNF496	9	26	0	0	1	1.5869	0	0	0.8845
SEPT12	3	13	0	0	1	2.1829	0	0	1.3679
HELQ	6	23	1	0	5	1.3103	0.5236	0.5236	2.3097
TMED9	5	2	1	1	0	0.2597	2.4265	2.4265	0
PKIA	0	5	0	0	0	4.9539	0	0	0
GABRG1	16	50	4	3	2	1.57	1.8567	1.8567	1.6764
SLC25A37	1	3	2	0	1	0.732	6.4942	6.4942	1.4974
STAB1	31	50	4	4	10	0.7714	1.1752	1.1752	1.7388
NTSR2	6	11	3	0	0	1.2647	6.9613	6.9613	0
ICOSLG	7	4	0	0	1	0.3849	0	0	1.4591
SPARCL1	3	12	0	0	3	0.8977	0	0	2.0175
WNT9A	2	12	2	0	1	2.0329	5.7632	5.7632	1.4288
RAB3IP	7	20	0	1	2	1.5925	0.5424	0.5424	2.5413
GABPA	2	15	0	0	0	2.2057	0	0	0
NRXN3	27	77	2	3	2	1.5658	1.2692	1.2692	0.9856
LBP	7	22	0	0	0	1.7569	0	0	0
ABCB4	14	45	4	2	5	1.484	1.5576	1.5576	1.9183
AKNA	21	24	2	1	3	0.5438	0.8038	0.8038	1.0351
BAIAP2L2	3	2	0	1	1	0.2265	1.4994	1.4994	0.9821
PRMT1	3	10	2	1	1	1.5551	5.3761	5.3761	1.2286
SLC34A2	11	22	0	0	2	1.3461	0	0	1.4001
RINL	5	11	0	0	3	1.0466	0	0	2.5665
ERAP1	7	13	0	0	3	0.7952	0	0	1.4104
ADAM2	17	37	6	6	1	0.9264	2.1168	2.1168	0.5797
PHF6	2	7	0	0	2	1.1115	0	0	2.9012
PIGQ	10	17	5	0	0	0.9872	3.9547	3.9547	0
SFMBT2	15	44	2	1	3	1.6312	0.9144	0.9144	1.3596
TMOD2	1	10	1	0	2	2.2108	1.8821	1.8821	2.8435
ONECUT3	2	10	2	0	1	1.3421	9.5888	9.5888	0.8876
MLLT6	20	26	0	0	1	0.735	0	0	0.3864
ALAD	2	1	1	0	1	0.1832	1.7666	1.7666	1.6058
GTF3C4	6	14	3	1	2	1.0599	3.9324	3.9324	1.1322
KIAA1045	5	18	0	0	1	1.7432	0	0	1.157
SLC35E3	3	7	1	0	3	1.0856	1.3007	1.3007	3.9583
CCZ1	2	9	0	0	2	1.6131	0	0	2.6918
MLH3	4	32	2	0	5	1.7798	1.1785	1.1785	1.8042
TXNDC16	6	23	0	0	1	1.2654	0	0	0.5838
SIT1	0	3	2	0	1	1.0262	6.887	6.887	2.0804
DNAJB13	6	7	0	0	2	0.7903	0	0	3.3065
MEIS1	3	15	0	2	2	1.9898	2.3171	2.3171	2.4197
PDLIM2	5	5	0	0	2	0.4075	0	0	1.6356
C17orf100	0	2	0	0	2	0.6129	0	0	4.9752
MAGEC1	23	83	5	0	4	1.4821	1.3928	1.3928	1.5192
DRAP1	1	8	1	1	0	2.5739	7.9066	7.9066	0
CABP1	2	6	2	0	2	0.8082	3.4999	3.4999	2.6776
RASSF3	3	7	0	0	2	1.2743	0	0	3.9696
NRBP1	2	12	0	0	2	1.5559	0	0	1.6499
ZNF423	41	52	2	1	5	0.7046	0.7447	0.7447	1.6288
PCYT1A	2	10	1	1	2	1.7228	3.1818	3.1818	2.9147
ZNF217	12	26	0	0	4	0.9148	0	0	1.4329
DAZ2	0	0	0	0	0	0	0	0	0
BRD4	10	31	2	1	6	1.4203	1.6808	1.6808	2.1434
HOXA5	4	16	2	0	0	2.206	5.9829	5.9829	0
USP17L11	0	0	0	0	0	0	0	0	0
ARSK	8	9	1	0	3	0.5942	0.5054	0.5054	2.7201
SENP2	4	17	0	1	3	1.5591	0.5836	0.5836	2.4817
